doc_id,doc_title,cid,citation_type,full_citation,context,sql_query,title,part,section,section_main,congress,law_number,volume,page
COOR_CH26UT_ARTIVSEUS_DIV5RERE_S26-156GRCOSACO,"<div class=""chunk-title"">Sec. 26-156. - Grab and composite sample collection.</div>",bafkreih3rzncpa24trv42lilt72ujzab3hmvoilpsiir2zdyugp7cmkiae,CFR,40 C.F.R. 136,"The failure of a user to keep its
               monitoring facility in good working order shall not be grounds for the user to claim
               that sample results are unrepresentative of its discharge.
               </p>
            		
            <p class=""incr0"">
               (b)
               </p>
            		
            <p class=""content1"">
               Grab samples must be used for pH, cyanide, total phenols, oil and grease, sulfide,
               volatile organic compounds, and any other pollutants as required by 40 CFR 136. The
               POTW shall determine the number of grabs necessary to be representative of the user's
               discharge. See 40 CFR 403.12(g)(5) for additional grab sample number requirements
               for BMR and 90-day compliance reports. Additionally, the POTW director may allow collection
               of multiple grabs during a 24-hour period which are composited prior to analysis as
               allowed under 40 CFR 136.
               </p>
            		
            <p",SELECT * FROM cfr WHERE title = '40' AND part = '136',40,136,136,,,,,
COOR_CH26UT_ARTIVSEUS_DIV5RERE_S26-156GRCOSACO,"<div class=""chunk-title"">Sec. 26-156. - Grab and composite sample collection.</div>",bafkreih3rzncpa24trv42lilt72ujzab3hmvoilpsiir2zdyugp7cmkiae,CFR,40 C.F.R. 403.12,"The failure of a user to keep its
               monitoring facility in good working order shall not be grounds for the user to claim
               that sample results are unrepresentative of its discharge.
               </p>
            		
            <p class=""incr0"">
               (b)
               </p>
            		
            <p class=""content1"">
               Grab samples must be used for pH, cyanide, total phenols, oil and grease, sulfide,
               volatile organic compounds, and any other pollutants as required by 40 CFR 136. The
               POTW shall determine the number of grabs necessary to be representative of the user's
               discharge. See 40 CFR 403.12(g)(5) for additional grab sample number requirements
               for BMR and 90-day compliance reports. Additionally, the POTW director may allow collection
               of multiple grabs during a 24-hour period which are composited prior to analysis as
               allowed under 40 CFR 136.
               </p>
            		
            <p class=""incr0"">
               (c)
               </p>
            		
            <p class=""content1"">
               Composite samples: All wastewate",SELECT * FROM cfr WHERE title = '40' AND part = '403',40,403,403.12,,,,,
COOR_CH26UT_ARTIVSEUS_DIV5RERE_S26-156GRCOSACO,"<div class=""chunk-title"">Sec. 26-156. - Grab and composite sample collection.</div>",bafkreih3rzncpa24trv42lilt72ujzab3hmvoilpsiir2zdyugp7cmkiae,CFR,40 C.F.R. 136,"The failure of a user to keep its
               monitoring facility in good working order shall not be grounds for the user to claim
               that sample results are unrepresentative of its discharge.
               </p>
            		
            <p class=""incr0"">
               (b)
               </p>
            		
            <p class=""content1"">
               Grab samples must be used for pH, cyanide, total phenols, oil and grease, sulfide,
               volatile organic compounds, and any other pollutants as required by 40 CFR 136. The
               POTW shall determine the number of grabs necessary to be representative of the user's
               discharge. See 40 CFR 403.12(g)(5) for additional grab sample number requirements
               for BMR and 90-day compliance reports. Additionally, the POTW director may allow collection
               of multiple grabs during a 24-hour period which are composited prior to analysis as
               allowed under 40 CFR 136.
               </p>
            		
            <p",SELECT * FROM cfr WHERE title = '40' AND part = '136',40,136,136,,,,,
COOR_CH26UT_ARTIVSEUS_DIV7COIN_S26-186APCOTRST,"<div class=""chunk-title"">Sec. 26-186. - Applying for confidential treatment status.</div>",bafkreie6gwabc2vkgi37sytuurfjbfroruoxxb67vbhjsnwe4r5x3qrjlu,CFR,40 C.F.R. 2.302,"If the confidential material is to be submitted
               separately, the information must be so noted in the other portion of the submittal.
               If the user desires confidential treatment only until a certain date or until occurrence
               of a certain event, the request shall so state.
               </p>
            		
            <p class=""incr0"">
               (d)
               </p>
            		
            <p class=""content1"">
               ""Effluent data"" as defined at 40 CFR 2.302 will be recognized as confidential only
               to the degree it is so treated by that rule.
               </p>
            		
            <p class=""historynote0"">
               (Ord. of 9-26-94, Â§ 7.1)
               </p></div>",SELECT * FROM cfr WHERE title = '40' AND part = '2',40,2,2.302,,,,,
CH19SOWAREMAMA_ARTIINGE_S19-1DE,"<div class=""chunk-title"">Sec. 19-1. - Definitions.</div>",bafkreiexa3i5nycjz34p77wyreg2uvfk4sfoddukuo5anifwld7lpuftgq,Public Law,Public Law 92-500,Public Law 92-500 [Context not found],SELECT * FROM public_laws WHERE congress = '92' AND law_number = '500',,,,,92,500,,
COOR_CH34FLDAPR_ARTIVPRFLHARE_S34-81GEST,"<div class=""chunk-title"">Sec. 34-81. - General standards.</div>",bafkreiep7dbwxiswzg6gceqkghzxjuofav4bgmwz77uazvg6uu5rbqfwpa,USC,33 U.S.C. 1334,"  		
               
               <p class=""incr1"">
                  (14)
                  </p>
               		
               <p class=""content2"">
                  All subdivision proposals and other development proposals shall have received all
                  necessary permits from those governmental agencies for which approval is required
                  by federal or state law, including Section 404 of the Federal Water Pollution Control
                  Act Amendments of 1972, 33 U.S.C. 1334.
                  </p>
               		
               
               <p class=""incr1"">
                  (15)
                  </p>
               		
               <p class=""content2"">
                  When a structure is partially located in a special flood hazard area, the entire structure
                  shall meet the requirements for new construction and substantial improvements.
                  </p>
               		
               
               <p class=""incr1"">
            ",SELECT * FROM usc WHERE title = '33' AND section = '1334',33,,1334,1334,,,,
COOR_CH54SOWA_ARTIVSALAFR_S54-86DE,"<div class=""chunk-title"">Sec. 54-86. - Definitions.</div>",bafkreibsvei747bbovoeevjul6obfuswy57k5ip2koepg5hu43llhzadfa,USC,42 U.S.C. 9601,"ng is required by the context, the following definitions shall
               apply throughout this article:
               </p>
            <p class=""p0"">
               <span class=""ital"">Board</span> means the Board of Commissioners for the County of Halifax.
               </p>
            <p class=""p0"">
               <span class=""ital"">CERCLA/SARA</span> means the Comprehensive Environmental Response, Compensation, and Liability Act of
               1980, Pub. L. No. 96-510.04 Stat. 2767.42 U.S.C. 9601 et seq., as amended, and the
               Superfund Amendments and Reauthorization Act of 1986, Pub. L. No. 99-499.100 Stat.
               1613, as amended.
               </p>
            <p class=""p0"">
               <span class=""ital"">Closure</span> means the cessation of operation of a solid waste management facility and the act
               of securing the facility so that it will pose no significant threat to human health
               or the environment.
               </p>
       ",SELECT * FROM usc WHERE title = '42' AND section = '9601',42,,9601,9601,,,,
COOR_CH54SOWA_ARTIVSALAFR_S54-86DE,"<div class=""chunk-title"">Sec. 54-86. - Definitions.</div>",bafkreibsvei747bbovoeevjul6obfuswy57k5ip2koepg5hu43llhzadfa,Stat,04 Stat. 2767,"ifferent meaning is required by the context, the following definitions shall
               apply throughout this article:
               </p>
            <p class=""p0"">
               <span class=""ital"">Board</span> means the Board of Commissioners for the County of Halifax.
               </p>
            <p class=""p0"">
               <span class=""ital"">CERCLA/SARA</span> means the Comprehensive Environmental Response, Compensation, and Liability Act of
               1980, Pub. L. No. 96-510.04 Stat. 2767.42 U.S.C. 9601 et seq., as amended, and the
               Superfund Amendments and Reauthorization Act of 1986, Pub. L. No. 99-499.100 Stat.
               1613, as amended.
               </p>
            <p class=""p0"">
               <span class=""ital"">Closure</span> means the cessation of operation of a solid waste management facility and the act
               of securing the facility so that it will pose no significant threat to human health
               or the environment.
            ",SELECT * FROM statutes WHERE volume = '04' AND page = '2767',,,,,,,04,2767
COOR_CH54SOWA_ARTIVSALAFR_S54-86DE,"<div class=""chunk-title"">Sec. 54-86. - Definitions.</div>",bafkreibsvei747bbovoeevjul6obfuswy57k5ip2koepg5hu43llhzadfa,Stat,100 Stat. 1613,"         <p class=""p0"">
               <span class=""ital"">Board</span> means the Board of Commissioners for the County of Halifax.
               </p>
            <p class=""p0"">
               <span class=""ital"">CERCLA/SARA</span> means the Comprehensive Environmental Response, Compensation, and Liability Act of
               1980, Pub. L. No. 96-510.04 Stat. 2767.42 U.S.C. 9601 et seq., as amended, and the
               Superfund Amendments and Reauthorization Act of 1986, Pub. L. No. 99-499.100 Stat.
               1613, as amended.
               </p>
            <p class=""p0"">
               <span class=""ital"">Closure</span> means the cessation of operation of a solid waste management facility and the act
               of securing the facility so that it will pose no significant threat to human health
               or the environment.
               </p>
            <p class=""p0"">
               <span class=""ital"">Municipal solid waste</span> means any solid waste resulting from the operation of residentia",SELECT * FROM statutes WHERE volume = '100' AND page = '1613',,,,,,,100,1613
COOR_CH54SOWA_ARTIVSALAFR_S54-86DE,"<div class=""chunk-title"">Sec. 54-86. - Definitions.</div>",bafkreibsvei747bbovoeevjul6obfuswy57k5ip2koepg5hu43llhzadfa,Stat,90 Stat. 2795,"       </p>
            <p class=""p0"">
               <span class=""ital"">Person</span> means an individual, corporation, company, association, partnership, unit of local
               government, state agency, federal agency, limited liability partnership, limited liability
               corporations, or all other legal entities.
               </p>
            <p class=""p0"">
               <span class=""ital"">RCRA</span> means the Resource Conservation and Recovery Act of 1976, Pub. L. 94-580.90 Stat.
               2795, U.S.C. Section 6901 et. seq., as amended.
               </p>
            <p class=""p0"">
               <span class=""ital"">Sanitary landfill</span> means a facility for disposal of solid waste on land in a sanitary manner in accordance
               with the rules concerning sanitary landfills adopted by the state and the county or
               any appropriate federal agency.
               </p>
            <p class=""p0"">
               <span class=""ital"">Solid waste management</span> means",SELECT * FROM statutes WHERE volume = '90' AND page = '2795',,,,,,,90,2795
COOR_CH58UT_ARTIIISEUS_DIV1GE_S58-61AB,"<div class=""chunk-title"">Sec. 58-61. - Abbreviations.</div>",bafkreicbchte2arlvumqsoznooupo54s5kevv34qmz4q45dnhqkynrfvom,USC,42 U.S.C. 6901,"   <p class=""p0"">
               <span class=""ital"">mg/l</span> means milligrams per liter.
               </p>
            <p class=""p0"">
               <span class=""ital"">NPDES</span> means national pollutant discharge elimination system.
               </p>
            <p class=""p0"">
               <span class=""ital"">SIC</span> means standard industrial classification.
               </p>
            <p class=""p0"">
               <span class=""ital"">SWDA</span> means Solid Waste Disposal Act, 42 USC 6901 et seq.
               </p>
            <p class=""p0"">
               <span class=""ital"">USC</span> means United States Code.
               </p>
            <p class=""p0"">
               <span class=""ital"">TSS</span> means total suspended solids.
               </p>
            <p class=""p0"">
               <span class=""ital"">WWTP</span> means wastewater treatment plant.
               </p>
            <p class=""historynote0"">
               (Ord. of 6-1-92(2), Â§ 1(3))
               </p></di",SELECT * FROM usc WHERE title = '42' AND section = '6901',42,,6901,6901,,,,
COOR_CH58UT_ARTIIISEUS_DIV1GE_S58-62DE,"<div class=""chunk-title"">Sec. 58-62. - Definitions.</div>",bafkreiby62dvu56ldlzunokmya2ollki5r3gnzdqj7adhtpbpi5eetng7u,USC,33 U.S.C. 1251,"Terms not otherwise defined in this section shall be adopted
               in the latest edition of Standard Methods for Examination of Water and Wastewater,
               published by the American Water Works Association, and the Water Pollution Control
               Federation.
               </p>
            <p class=""p0"">
               <span class=""ital"">Act</span> or <span class=""ital"">the act</span> means the Federal Water Pollution Control Act, also known as the Clean Water Act,
               as amended, 33 USC 1251 et seq.
               </p>
            <p class=""p0"">
               <span class=""ital"">Approval authority</span> means the director of the state division of environmental management or his authorized
               representative.
               </p>
            <p class=""p0"">
               <span class=""ital"">Authorized representative of industrial user (IU)</span> means:
               
               <p class=""incr1"">
                  (1)
                  </p>
               		
         ",SELECT * FROM usc WHERE title = '33' AND section = '1251',33,,1251,1251,,,,
COOR_CH58UT_ARTIIISEUS_DIV1GE_S58-62DE,"<div class=""chunk-title"">Sec. 58-62. - Definitions.</div>",bafkreiby62dvu56ldlzunokmya2ollki5r3gnzdqj7adhtpbpi5eetng7u,USC,33 U.S.C. 1317,"       </p>
            <p class=""p0"">
               <span class=""ital"">Holding tank waste</span> means any waste from holding tanks such as vessels, chemical toilets, campers, trailers,
               septic tanks, and vacuum-pump tank trucks.
               </p>
            <p class=""p0"">
               <span class=""ital"">Indirect discharge</span> means the discharge or the introduction of nondomestic pollutants from any source
               regulated under section 307(b) or (c) of the act (33 USC 1317), into a WWTP, including
               holding tank waste discharged into the system.
               </p>
            <p class=""p0"">
               <span class=""ital"">Industrial user</span> means any facility which discharges industrial wastes. An industrial user will be
               classified according to the latest edition of the Standard Industrial Classification
               Manual, Office of Management and Budget, of the federal government of the United States.
               </p>
  ",SELECT * FROM usc WHERE title = '33' AND section = '1317',33,,1317,1317,,,,
COOR_CH58UT_ARTIIISEUS_DIV1GE_S58-62DE,"<div class=""chunk-title"">Sec. 58-62. - Definitions.</div>",bafkreiby62dvu56ldlzunokmya2ollki5r3gnzdqj7adhtpbpi5eetng7u,USC,33 U.S.C. 1345,"  trade or business establishments, as distinct from domestic wastes.
               </p>
            <p class=""p0"">
               <span class=""ital"">Interference</span> means the inhibition or disruption of WWTP treatment processes or operations which
               contribute to a violation of any requirement of the sanitary district's NPDES permit.
               The term includes prevention of sewage sludge use or disposal by a WWTP in accordance
               with section 405 of the act (33 USC 1345) or any criteria, guidelines or regulations
               developed pursuant to the Solid Waste Disposal Act (SWDA), the Clean Air Act, the
               Toxic Substance Control Act, or more stringent state criteria, including those contained
               in any state sludge management plan prepared pursuant to title IV of SWDA, applicable
               to the method of disposal or use employed by a WWTP.
               </p>
            <p class=""p0"">
               <span class=""ital"">Nati",SELECT * FROM usc WHERE title = '33' AND section = '1345',33,,1345,1345,,,,
COOR_CH58UT_ARTIIISEUS_DIV1GE_S58-62DE,"<div class=""chunk-title"">Sec. 58-62. - Definitions.</div>",bafkreiby62dvu56ldlzunokmya2ollki5r3gnzdqj7adhtpbpi5eetng7u,USC,33 U.S.C. 1347,"cluding those contained
               in any state sludge management plan prepared pursuant to title IV of SWDA, applicable
               to the method of disposal or use employed by a WWTP.
               </p>
            <p class=""p0"">
               <span class=""ital"">National categorical pretreatment standard or pretreatment standard</span> means any regulation containing pollutant discharge limits promulgated by the EPA
               in accordance with section 307(b) and (c) of the act (33 USC 1347) which applies to
               a specific category of industrial user.
               </p>
            <p class=""p0"">
               <span class=""ital"">National pollution discharge elimination system or NPDES permit</span> means a permit issued pursuant to section 402 of the act (33 USC 1342).
               </p>
            <p class=""p0"">
               <span class=""ital"">National prohibitive discharge standard or prohibitive discharge standard</span> means any regulation developed under the",SELECT * FROM usc WHERE title = '33' AND section = '1347',33,,1347,1347,,,,
COOR_CH58UT_ARTIIISEUS_DIV1GE_S58-62DE,"<div class=""chunk-title"">Sec. 58-62. - Definitions.</div>",bafkreiby62dvu56ldlzunokmya2ollki5r3gnzdqj7adhtpbpi5eetng7u,USC,33 U.S.C. 1342,"pretreatment standard or pretreatment standard</span> means any regulation containing pollutant discharge limits promulgated by the EPA
               in accordance with section 307(b) and (c) of the act (33 USC 1347) which applies to
               a specific category of industrial user.
               </p>
            <p class=""p0"">
               <span class=""ital"">National pollution discharge elimination system or NPDES permit</span> means a permit issued pursuant to section 402 of the act (33 USC 1342).
               </p>
            <p class=""p0"">
               <span class=""ital"">National prohibitive discharge standard or prohibitive discharge standard</span> means any regulation developed under the authority of section 307(b) of the act and
               40 CFR 403.5.
               </p>
            <p class=""p0"">
               <span class=""ital"">New source</span> means any source, the construction of which is commenced after the publication of
               proposed regulations presc",SELECT * FROM usc WHERE title = '33' AND section = '1342',33,,1342,1342,,,,
COOR_CH58UT_ARTIIISEUS_DIV1GE_S58-62DE,"<div class=""chunk-title"">Sec. 58-62. - Definitions.</div>",bafkreiby62dvu56ldlzunokmya2ollki5r3gnzdqj7adhtpbpi5eetng7u,USC,33 U.S.C. 1317,"       </p>
            <p class=""p0"">
               <span class=""ital"">Holding tank waste</span> means any waste from holding tanks such as vessels, chemical toilets, campers, trailers,
               septic tanks, and vacuum-pump tank trucks.
               </p>
            <p class=""p0"">
               <span class=""ital"">Indirect discharge</span> means the discharge or the introduction of nondomestic pollutants from any source
               regulated under section 307(b) or (c) of the act (33 USC 1317), into a WWTP, including
               holding tank waste discharged into the system.
               </p>
            <p class=""p0"">
               <span class=""ital"">Industrial user</span> means any facility which discharges industrial wastes. An industrial user will be
               classified according to the latest edition of the Standard Industrial Classification
               Manual, Office of Management and Budget, of the federal government of the United States.
               </p>
  ",SELECT * FROM usc WHERE title = '33' AND section = '1317',33,,1317,1317,,,,
COOR_CH58UT_ARTIIISEUS_DIV1GE_S58-62DE,"<div class=""chunk-title"">Sec. 58-62. - Definitions.</div>",bafkreiby62dvu56ldlzunokmya2ollki5r3gnzdqj7adhtpbpi5eetng7u,CFR,40 C.F.R. 403.5,"dustrial user.
               </p>
            <p class=""p0"">
               <span class=""ital"">National pollution discharge elimination system or NPDES permit</span> means a permit issued pursuant to section 402 of the act (33 USC 1342).
               </p>
            <p class=""p0"">
               <span class=""ital"">National prohibitive discharge standard or prohibitive discharge standard</span> means any regulation developed under the authority of section 307(b) of the act and
               40 CFR 403.5.
               </p>
            <p class=""p0"">
               <span class=""ital"">New source</span> means any source, the construction of which is commenced after the publication of
               proposed regulations prescribing a section 307(c) (33 USC 1317) categorical pretreatment
               standard which will be applicable to such source, if such standard is thereafter promulgated
               within 120 days of proposal in the Federal Register. Where the standard is promulgated
   ",SELECT * FROM cfr WHERE title = '40' AND part = '403',40,403,403.5,,,,,
COOR_CH58UT_ARTIIISEUS_DIV1GE_S58-62DE,"<div class=""chunk-title"">Sec. 58-62. - Definitions.</div>",bafkreiby62dvu56ldlzunokmya2ollki5r3gnzdqj7adhtpbpi5eetng7u,CFR,40 C.F.R. 403.6,"nt of pollutants, the elimination of pollutants, the
               alteration of the nature of pollutants, or the alteration of the nature or pollutant
               properties in wastewater to a less harmful state prior to or in lieu of discharging
               or otherwise introducing such pollutants into a WWTP. The reduction or alteration
               can be obtained by physical, chemical or biological processes, or process change by
               other means, except as prohibited by 40 CFR 403.6(d).
               </p>
            <p class=""p0"">
               <span class=""ital"">Pretreatment requirements</span> means any substantive or procedural requirement related to pretreatment, other than
               a national pretreatment standard imposed on an industrial user.
               </p>
            <p class=""p0"">
               <span class=""ital"">Sanitary sewer</span> means a sewer intended to receive domestic sewage and industrial waste, except that
               of the type expr",SELECT * FROM cfr WHERE title = '40' AND part = '403',40,403,403.6,,,,,
COOR_CH58UT_ARTIIISEUS_DIV2RE_S58-82FECAPRST,"<div class=""chunk-title"">Sec. 58-82. - Federal categorical pretreatment standards.</div>",bafkreichjm4i5vrwvtcbm2ckll75lzteoqpkwblghhs6n6qbqxuevqi2wm,CFR,40 C.F.R. 403.12,"t"">
            <p class=""p0"">
               Upon the promulgation of the federal categorical pretreatment standards for a particular
               industrial subcategory, the federal standard, if more stringent than limitations imposed
               under this article for sources in that subcategory, shall immediately supersede the
               limitations imposed under this article. The director shall notify all affected users
               of the applicable reporting requirements under 40 CFR 403.12.
               </p>
            <p class=""historynote0"">
               (Ord. of 6-1-92(2), Â§ 2(2))
               </p></div>",SELECT * FROM cfr WHERE title = '40' AND part = '403',40,403,403.12,,,,,
PTIICOOR_CH8BUBURE,"<div class=""chunk-title"">Chapter 8 - BUILDINGS AND BUILDING REGULATIONS<sup>[1]</sup></div>",bafkreialefalidnxlzitiumvaicbrrt7zql5oqc5yvyslfvluxmo6wp3r4,USC,40 U.S.C. 3312,"<div class=""chunk-content""><div class=""footnote-content""><div style=""font-weight:bold;"">Footnotes: </div> --- (<b>1</b>) ---
            
            <p class=""refmanualFN"">
               Federal law referenceâ€”Compliance of federal buildings with local building codes and zoning laws, consideration
               of local laws and cooperation with local officials required, 40 USC 3312.
               </p>
            
            <p class=""refstatelawFN""><b>State Law referenceâ€” </b>
               Building code council and state building code, G.S. 143-136 et seq.; authority of
               county to levy taxes for building inspection, G.S. 153A-149(c)(26).
               </p>
            
         <br></div></div>",SELECT * FROM usc WHERE title = '40' AND section = '3312',40,,3312,3312,,,,
